#GeneID	PubMed_ID	Gene_name
67442911	12604210	SDR family NAD(P)-dependent oxidoreductase
67442911	19011748	SDR family NAD(P)-dependent oxidoreductase
67442911	19011750	SDR family NAD(P)-dependent oxidoreductase
67442911	19027726	SDR family NAD(P)-dependent oxidoreductase
67442911	20423462	SDR family NAD(P)-dependent oxidoreductase
67442913	28581482	homoserine O-acetyltransferase MetA
67442914	18165013	methyl-accepting chemotaxis protein
67442914	20738376	methyl-accepting chemotaxis protein
67442915	1354266	thiolase family protein
67442915	13115439	thiolase family protein
67442915	16356722	thiolase family protein
67442915	19842716	thiolase family protein
67442916	15272169	CoA-acylating methylmalonate-semialdehyde dehydrogenase
67442917	7857927	acyl-CoA dehydrogenase family protein
67442917	8356049	acyl-CoA dehydrogenase family protein
67442917	11514662	acyl-CoA dehydrogenase family protein
67442919	11263873	enoyl-CoA hydratase/isomerase family protein
67442919	18470480	enoyl-CoA hydratase/isomerase family protein
67442920	1339433	3-hydroxyisobutyrate dehydrogenase
67442920	2647728	3-hydroxyisobutyrate dehydrogenase
67442920	8766712	3-hydroxyisobutyrate dehydrogenase
67442923	12369917	alpha/beta hydrolase family protein
67442924	12958362	MerR family DNA-binding protein
67442925	9419228	heavy metal translocating P-type ATPase
67442925	15110265	heavy metal translocating P-type ATPase
67442925	17219055	heavy metal translocating P-type ATPase
67442925	20962537	heavy metal translocating P-type ATPase
67442925	21768325	heavy metal translocating P-type ATPase
67442927	8571450	lipocalin family protein
67442927	8573354	lipocalin family protein
67442927	8761444	lipocalin family protein
67442927	11058749	lipocalin family protein
67442928	8805513	FAD-binding protein
67442928	9261083	FAD-binding protein
67442929	9382818	sensor domain-containing diguanylate cyclase
67442929	10357859	sensor domain-containing diguanylate cyclase
67442929	11119645	sensor domain-containing diguanylate cyclase
67442929	11557134	sensor domain-containing diguanylate cyclase
67442929	15009198	sensor domain-containing diguanylate cyclase
67442929	15289546	sensor domain-containing diguanylate cyclase
67442929	15306016	sensor domain-containing diguanylate cyclase
67442929	15569936	sensor domain-containing diguanylate cyclase
67442929	16045609	sensor domain-containing diguanylate cyclase
67442929	16166544	sensor domain-containing diguanylate cyclase
67442929	16530465	sensor domain-containing diguanylate cyclase
67442929	19756011	sensor domain-containing diguanylate cyclase
67442929	20226724	sensor domain-containing diguanylate cyclase
67442929	21663441	sensor domain-containing diguanylate cyclase
67442929	26055114	sensor domain-containing diguanylate cyclase
67442929	33647528	sensor domain-containing diguanylate cyclase
67442932	22493430	DP-EP family protein
67442933	34061031	nSTAND1 domain-containing NTPase
67442935	1290943	lipase family protein
67442935	7946464	lipase family protein
67442937	23602932	TetR/AcrR family transcriptional regulator
67442939	10529352	ABC transporter ATP-binding protein
67442939	24638992	ABC transporter ATP-binding protein
67442939	25750732	ABC transporter ATP-binding protein
67442940	17723295	ABC transporter permease
67442940	18535149	ABC transporter permease
67442940	24638992	ABC transporter permease
67442940	25750732	ABC transporter permease
67442941	19298859	acetyl-CoA hydrolase/transferase family protein
67442941	19804364	acetyl-CoA hydrolase/transferase family protein
67442942	22731697	NTF2 fold immunity protein
67442944	18165013	methyl-accepting chemotaxis protein
67442944	20738376	methyl-accepting chemotaxis protein
67442947	10386596	LysE family translocator
67442947	10943564	LysE family translocator
67442947	15150242	LysE family translocator
67442947	16098526	LysE family translocator
67442948	11076500	VOC family protein
67442948	21820381	VOC family protein
67442954	29351743	phosphate ABC transporter ATP-binding protein PstB
67442955	24563032	phosphate signaling complex protein PhoU
67442956	18165013	methyl-accepting chemotaxis protein
67442956	20738376	methyl-accepting chemotaxis protein
67442957	21820381	VOC family protein
67442963	22524624	3-oxoacyl-ACP synthase III
67442964	1409539	alpha/beta fold hydrolase
67442964	12369917	alpha/beta fold hydrolase
67442965	20418444	olefin beta-lactone synthetase
67442966	20418444	2-alkyl-3-oxoalkanoate reductase
67442967	15522763	GSCFA domain-containing protein
67442967	35871440	GSCFA domain-containing protein
67442970	14630327	ABC transporter ATP-binding protein
67442970	15189142	ABC transporter ATP-binding protein
67442970	15313236	ABC transporter ATP-binding protein
67442970	16305368	ABC transporter ATP-binding protein
67442970	18535149	ABC transporter ATP-binding protein
67442970	19234479	ABC transporter ATP-binding protein
67442970	26517899	ABC transporter ATP-binding protein
67442971	1970642	ABC transporter permease/M1 family aminopeptidase
67442971	7674922	ABC transporter permease/M1 family aminopeptidase
67442971	16375896	ABC transporter permease/M1 family aminopeptidase
67442971	17723295	ABC transporter permease/M1 family aminopeptidase
67442971	24638992	ABC transporter permease/M1 family aminopeptidase
67442971	25750732	ABC transporter permease/M1 family aminopeptidase
67442972	15238632	phospho-sugar mutase
67442973	21820381	VOC family protein
67442974	15281131	GyrI-like domain-containing protein
67442974	27505298	GyrI-like domain-containing protein
67442975	8831795	helix-turn-helix transcriptional regulator
67442975	10473770	helix-turn-helix transcriptional regulator
67442975	15808743	helix-turn-helix transcriptional regulator
67442975	24817877	helix-turn-helix transcriptional regulator
67442975	37027901	helix-turn-helix transcriptional regulator
67442977	17723295	AzlC family ABC transporter permease
67442977	18535149	AzlC family ABC transporter permease
67442977	24638992	AzlC family ABC transporter permease
67442977	25750732	AzlC family ABC transporter permease
67442977	26517919	AzlC family ABC transporter permease
67442977	27273632	AzlC family ABC transporter permease
67442977	31571164	AzlC family ABC transporter permease
67442978	9409145	AraC family transcriptional regulator
67442978	9573603	AraC family transcriptional regulator
67442978	11282467	AraC family transcriptional regulator
67442978	12270809	AraC family transcriptional regulator
67442978	14697267	AraC family transcriptional regulator
67442978	19478949	AraC family transcriptional regulator
67442978	33837749	AraC family transcriptional regulator
67442983	15128444	P-loop NTPase fold protein
67442984	28446608	pyridoxal-dependent aspartate 1-decarboxylase PanP
67442986	9119199	GntP family permease
67442987	9287428	catalase family peroxidase
67442987	10446501	catalase family peroxidase
67442987	19827095	catalase family peroxidase
67442991	17189359	MtrB/PioB family decaheme-associated outer membrane protein
67442991	17675441	MtrB/PioB family decaheme-associated outer membrane protein
67442993	16788180	OmcA/MtrC family decaheme c-type cytochrome
67442994	16788180	OmcA/MtrC family decaheme c-type cytochrome
67442995	8407793	FeoA family protein
67442995	26684538	FeoA family protein
67442995	31594927	FeoA family protein
67442995	35012344	FeoA family protein
67442996	8407793	Fe(2+) transporter permease subunit FeoB
67442996	12446835	Fe(2+) transporter permease subunit FeoB
67442998	31417902	Yip1 family protein
67442999	8253666	tRNA isopentenyl-2-thiomethyl-A-37 hydroxylase MiaE
67442999	17679698	tRNA isopentenyl-2-thiomethyl-A-37 hydroxylase MiaE
67443007	15175291	trigger factor
67443007	15837180	trigger factor
67443009	9575205	ATP-dependent protease ATP-binding subunit ClpX
67443009	9593294	ATP-dependent protease ATP-binding subunit ClpX
67443011	20010798	nucleoid-associated protein HU-beta
67443012	12429090	SurA N-terminal domain-containing protein
67443012	20970503	SurA N-terminal domain-containing protein
67443012	32358557	SurA N-terminal domain-containing protein
67443013	25370725	enoyl-ACP reductase FabV
67443014	9873074	peptide ABC transporter ATP-binding protein
67443014	10529352	peptide ABC transporter ATP-binding protein
67443014	11421269	peptide ABC transporter ATP-binding protein
67443014	12370001	peptide ABC transporter ATP-binding protein
67443014	15313236	peptide ABC transporter ATP-binding protein
67443014	19234479	peptide ABC transporter ATP-binding protein
67443014	24500425	peptide ABC transporter ATP-binding protein
67443014	24638992	peptide ABC transporter ATP-binding protein
67443014	25750732	peptide ABC transporter ATP-binding protein
67443014	26517899	peptide ABC transporter ATP-binding protein
67443015	9873074	peptide ABC transporter ATP-binding protein
67443015	10529352	peptide ABC transporter ATP-binding protein
67443015	11421269	peptide ABC transporter ATP-binding protein
67443015	12370001	peptide ABC transporter ATP-binding protein
67443015	15313236	peptide ABC transporter ATP-binding protein
67443015	19234479	peptide ABC transporter ATP-binding protein
67443015	24500425	peptide ABC transporter ATP-binding protein
67443015	24638992	peptide ABC transporter ATP-binding protein
67443015	25750732	peptide ABC transporter ATP-binding protein
67443015	26517899	peptide ABC transporter ATP-binding protein
67443017	1970642	ABC transporter permease
67443017	2229036	ABC transporter permease
67443017	16375896	ABC transporter permease
67443017	17723295	ABC transporter permease
67443017	18535149	ABC transporter permease
67443017	24638992	ABC transporter permease
67443017	25750732	ABC transporter permease
67443018	24638992	ABC transporter substrate-binding protein
67443018	25750732	ABC transporter substrate-binding protein
67443018	26517916	ABC transporter substrate-binding protein
67443019	15485810	phage shock protein operon transcriptional activator
67443020	8598199	phage shock protein PspA
67443021	12562786	envelope stress response membrane protein PspB
67443021	14594833	envelope stress response membrane protein PspB
67443021	19775245	envelope stress response membrane protein PspB
67443021	27698088	envelope stress response membrane protein PspB
67443022	16468999	envelope stress response membrane protein PspC
67443023	31202886	YcjX family GTP-binding protein
67443025	1953661	methionine gamma-lyase
67443025	28178629	methionine gamma-lyase
67443026	8692686	ComEA family DNA-binding protein
67443026	10908318	ComEA family DNA-binding protein
67443031	22192777	sulfite exporter TauE/SafE family protein
67443034	31214985	porin
67443034	31792365	porin
67443035	9886293	TonB-dependent receptor plug domain-containing protein
67443035	12409204	TonB-dependent receptor plug domain-containing protein
67443035	15111112	TonB-dependent receptor plug domain-containing protein
67443035	32355044	TonB-dependent receptor plug domain-containing protein
67443038	11722743	MotA/TolQ/ExbB proton channel family protein
67443038	27654919	MotA/TolQ/ExbB proton channel family protein
67443038	28389950	MotA/TolQ/ExbB proton channel family protein
67443038	32929189	MotA/TolQ/ExbB proton channel family protein
67443041	10517866	tetratricopeptide repeat protein
67443041	30708253	tetratricopeptide repeat protein
67443042	11119645	diguanylate cyclase domain-containing protein
67443042	11557134	diguanylate cyclase domain-containing protein
67443042	15063857	diguanylate cyclase domain-containing protein
67443042	15075296	diguanylate cyclase domain-containing protein
67443042	15142243	diguanylate cyclase domain-containing protein
67443042	15569936	diguanylate cyclase domain-containing protein
67443042	16923812	diguanylate cyclase domain-containing protein
67443042	18366254	diguanylate cyclase domain-containing protein
67443042	21757706	diguanylate cyclase domain-containing protein
67443044	12871165	peptidylprolyl isomerase
67443045	10940244	GNAT family N-acetyltransferase
67443045	15581578	GNAT family N-acetyltransferase
67443045	26818562	GNAT family N-acetyltransferase
67443045	27367672	GNAT family N-acetyltransferase
67443046	10093218	RNA-binding S4 domain-containing protein
67443048	9309218	LysR substrate-binding domain-containing protein
67443049	17768248	TSUP family transporter
67443049	18506422	TSUP family transporter
